"No.","Channel Name","Receive Frequency","Transmit Frequency","Channel Type","Transmit Power","Band Width","CTCSS/DCS Decode","CTCSS/DCS Encode","Contact","Contact Call Type","Contact TG/DMR ID","Radio ID","Busy Lock/TX Permit","Squelch Mode","Optional Signal","DTMF ID","2Tone ID","5Tone ID","PTT ID","Color Code","Slot","Scan List","Receive Group List","PTT Prohibit","Reverse","Simplex TDMA","Slot Suit","AES Digital Encryption","Digital Encryption","Call Confirmation","Talk Around(Simplex)","Work Alone","Custom CTCSS","2TONE Decode","Ranging","Through Mode","APRS RX","Analog APRS PTT Mode","Digital APRS PTT Mode","APRS Report Type","Digital APRS Report Channel","Correct Frequency[Hz]","SMS Confirmation","Exclude channel from roaming","DMR MODE","DataACK Disable","R5toneBot","R5ToneEot","Auto Scan","Ana Aprs Mute","Send Talker Alias","AnaAprsTxPath"
"900","Re9-R0 Moires","145.60000","145.00000","A-Analog","High","12.5K","74.4","74.4","202","Group Call","202","SV","Off","CTCSS/DCS","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"903","Re9-R3 Hrakleio","145.67500","145.14500","A-Analog","High","12.5K","88.5","88.5","202","Group Call","202","SV","Off","CTCSS/DCS","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"904","Re9-R4 Ierapetra","145.70000","145.10000","A-Analog","High","12.5K","74.4","74.4","202","Group Call","202","SV","Off","CTCSS/DCS","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"905","Re9-R5 Ag Nikola","145.72500","145.12500","A-Analog","High","12.5K","74.4","74.4","202","Group Call","202","SV","Off","CTCSS/DCS","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"906","Re9-R6 Chania","145.75000","145.15000","A-Analog","High","12.5K","74.4","74.4","202","Group Call","202","SV","Off","CTCSS/DCS","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"907","Re9-R7B Hrakleio","145.78750","145.18750","A-Analog","High","12.5K","94.8","94.8","202","Group Call","202","SV","Off","CTCSS/DCS","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"930","LR1 Psilor-Parni","438.85000","438.85000","A-Analog","High","25K","Off","88.5","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"931","LR3 Xani-Bas.Hra","430.82500","430.82500","A-Analog","High","12.5K","Off","88.5","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"932","LR3 An.K-Bas.Hra","430.82500","430.82500","A-Analog","High","25K","Off","88.5","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"933","LR6 Bris-AgMathe","439.80000","439.80000","A-Analog","High","25K","Off","74.4","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"934","LR6 AgBarb-AgMat","439.80000","439.80000","A-Analog","High","25K","Off","74.4","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"935","LR5 Rethi-AgPneu","430.42500","430.42500","A-Analog","High","12.5K","Off","74.4","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"936","LR5 Thrip-AgPneu","430.87500","430.87500","A-Analog","High","12.5K","Off","74.4","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"937","LR5 Mala-AgPneum","430.47500","430.47500","A-Analog","High","12.5K","Off","74.4","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"938","LR5 Mpomp-AgPneu","430.55000","430.55000","A-Analog","High","12.5K","Off","74.4","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"939","LR5 Sitia-AgPneu","430.85000","430.85000","A-Analog","High","12.5K","Off","74.4","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0"
"950","APRS Anal Beacon","144.80000","144.80000","A-Analog","Turbo","12.5K","Off","Off","202","Group Call","202","SV","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","On","Off","End Of Transmission","Off","Analog","1","0","Off","0","0","0","0","0","0","0","0","0"
"1000","SW1F-202","438.81250","431.21250","D-Digital","High","12.5K","Off","Off","202","Group Call","202","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1001","SW1F-9","438.81250","431.21250","D-Digital","High","12.5K","Off","Off","9","Group Call","9","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR1","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1002","SW1F-8","438.81250","431.21250","D-Digital","High","12.5K","Off","Off","8","Group Call","8","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR1","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1003","SW1F-8001","438.81250","431.21250","D-Digital","High","12.5K","Off","Off","8001","Group Call","8001","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR1","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1004","SW1F-9990","438.81250","431.21250","D-Digital","High","12.5K","Off","Off","9990","Group Call","9990","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR1","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1005","SW1F-4241","438.81250","431.21250","D-Digital","High","12.5K","Off","Off","4241","Group Call","4241","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR1","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1006","SW1F-4242","438.81250","431.21250","D-Digital","High","12.5K","Off","Off","4242","Group Call","4242","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR1","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1007","SW1F-4243","438.81250","431.21250","D-Digital","High","12.5K","Off","Off","4243","Group Call","4243","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR1","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1008","SW1F-4244","438.81250","431.21250","D-Digital","High","12.5K","Off","Off","4244","Group Call","4244","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR1","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1009","SW1F-4245","438.81250","431.21250","D-Digital","High","12.5K","Off","Off","4245","Group Call","4245","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR1","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1010","SW1F-4246","438.81250","431.21250","D-Digital","High","12.5K","Off","Off","4246","Group Call","4246","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR1","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1011","SW1F-4247","438.81250","431.21250","D-Digital","High","12.5K","Off","Off","4247","Group Call","4247","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR1","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1012","SW1F-4148","438.81250","431.21250","D-Digital","High","12.5K","Off","Off","4148","Group Call","4148","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR1","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1013","SW1F-4248","438.81250","431.21250","D-Digital","High","12.5K","Off","Off","4248","Group Call","4248","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR1","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1014","SW1F-4048","438.81250","431.21250","D-Digital","High","12.5K","Off","Off","4048","Group Call","4048","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR1","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1015","SW1F-4249","438.81250","431.21250","D-Digital","High","12.5K","Off","Off","4249","Group Call","4249","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR1","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1016","SW1F-5000","438.81250","431.21250","D-Digital","High","12.5K","Off","Off","5000","Group Call","5000","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR1","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1017","SW1F-4000","438.81250","431.21250","D-Digital","High","12.5K","Off","Off","4000","Group Call","4000","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR1","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1018","SW1F-280","438.81250","431.21250","D-Digital","High","12.5K","Off","Off","280","Group Call","280","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1019","SW1F-400","438.81250","431.21250","D-Digital","High","12.5K","Off","Off","400","Group Call","400","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1040","SW1J-202","438.63750","431.03750","D-Digital","High","12.5K","Off","Off","202","Group Call","202","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","0","0"
"1041","SW1J-9","438.63750","431.03750","D-Digital","High","12.5K","Off","Off","9","Group Call","9","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR1","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1042","SW1J-8","438.63750","431.03750","D-Digital","High","12.5K","Off","Off","8","Group Call","8","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR1","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1043","SW1J-8001","438.63750","431.03750","D-Digital","High","12.5K","Off","Off","8001","Group Call","8001","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR1","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1044","SW1J-9990","438.63750","431.03750","D-Digital","High","12.5K","Off","Off","9990","Group Call","9990","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR1","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1045","SW1J-4241","438.63750","431.03750","D-Digital","High","12.5K","Off","Off","4241","Group Call","4241","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR1","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1046","SW1J-4242","438.63750","431.03750","D-Digital","High","12.5K","Off","Off","4242","Group Call","4242","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR1","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1047","SW1J-4243","438.63750","431.03750","D-Digital","High","12.5K","Off","Off","4243","Group Call","4243","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR1","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1048","SW1J-4244","438.63750","431.03750","D-Digital","High","12.5K","Off","Off","4244","Group Call","4244","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR1","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1049","SW1J-4245","438.63750","431.03750","D-Digital","High","12.5K","Off","Off","4245","Group Call","4245","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR1","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1050","SW1J-4246","438.63750","431.03750","D-Digital","High","12.5K","Off","Off","4246","Group Call","4246","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR1","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1051","SW1J-4247","438.63750","431.03750","D-Digital","High","12.5K","Off","Off","4247","Group Call","4247","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR1","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1052","SW1J-4148","438.63750","431.03750","D-Digital","High","12.5K","Off","Off","4148","Group Call","4148","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR1","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1053","SW1J-4248","438.63750","431.03750","D-Digital","High","12.5K","Off","Off","4248","Group Call","4248","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR1","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1054","SW1J-4048","438.63750","431.03750","D-Digital","High","12.5K","Off","Off","4048","Group Call","4048","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR1","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1055","SW1J-4249","438.63750","431.03750","D-Digital","High","12.5K","Off","Off","4249","Group Call","4249","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR1","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1056","SW1J-5000","438.63750","431.03750","D-Digital","High","12.5K","Off","Off","5000","Group Call","5000","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR1","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1057","SW1J-4000","438.63750","431.03750","D-Digital","High","12.5K","Off","Off","4000","Group Call","4000","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR1","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1058","SW1J-280","438.63750","431.03750","D-Digital","High","12.5K","Off","Off","280","Group Call","280","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1059","SW1J-400","438.63750","431.03750","D-Digital","High","12.5K","Off","Off","400","Group Call","400","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1080","SW2A-202","438.63750","431.03750","D-Digital","High","12.5K","Off","Off","202","Group Call","202","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1081","SW2A-9","438.63750","431.03750","D-Digital","High","12.5K","Off","Off","9","Group Call","9","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR2","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1082","SW2A-8","438.63750","431.03750","D-Digital","High","12.5K","Off","Off","8","Group Call","8","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR2","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1083","SW2A-8002","438.63750","431.03750","D-Digital","High","12.5K","Off","Off","8002","Group Call","8002","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR2","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1084","SW2A-9990","438.63750","431.03750","D-Digital","High","12.5K","Off","Off","9990","Group Call","9990","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR2","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1085","SW2A-4241","438.63750","431.03750","D-Digital","High","12.5K","Off","Off","4241","Group Call","4241","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR2","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1086","SW2A-4242","438.63750","431.03750","D-Digital","High","12.5K","Off","Off","4242","Group Call","4242","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR2","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1087","SW2A-4243","438.63750","431.03750","D-Digital","High","12.5K","Off","Off","4243","Group Call","4243","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR2","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1088","SW2A-4244","438.63750","431.03750","D-Digital","High","12.5K","Off","Off","4244","Group Call","4244","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR2","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1089","SW2A-4245","438.63750","431.03750","D-Digital","High","12.5K","Off","Off","4245","Group Call","4245","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR2","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1090","SW2A-4246","438.63750","431.03750","D-Digital","High","12.5K","Off","Off","4246","Group Call","4246","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR2","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1091","SW2A-4247","438.63750","431.03750","D-Digital","High","12.5K","Off","Off","4247","Group Call","4247","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR2","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1092","SW2A-4148","438.63750","431.03750","D-Digital","High","12.5K","Off","Off","4148","Group Call","4148","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR2","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1093","SW2A-4248","438.63750","431.03750","D-Digital","High","12.5K","Off","Off","4248","Group Call","4248","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR2","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1094","SW2A-4048","438.63750","431.03750","D-Digital","High","12.5K","Off","Off","4048","Group Call","4048","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR2","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1095","SW2A-4249","438.63750","431.03750","D-Digital","High","12.5K","Off","Off","4249","Group Call","4249","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR2","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1096","SW2A-5000","438.63750","431.03750","D-Digital","High","12.5K","Off","Off","5000","Group Call","5000","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR2","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1097","SW2A-4000","438.63750","431.03750","D-Digital","High","12.5K","Off","Off","4000","Group Call","4000","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR2","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1098","SW2A-280","438.63750","431.03750","D-Digital","High","12.5K","Off","Off","280","Group Call","280","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1099","SW2A-400","438.63750","431.03750","D-Digital","High","12.5K","Off","Off","400","Group Call","400","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1120","SW2G-202","438.93750","431.33750","D-Digital","High","12.5K","Off","Off","202","Group Call","202","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
"1121","SW2G-9","438.93750","431.33750","D-Digital","High","12.5K","Off","Off","9","Group Call","9","SV","ChannelFree","Carrier","Off","1","1","1","Off","1","2","None","RXGLR2","Off","Off","Off","Off","Normal Encryption","Off","On","Off","Off","251.1","1","Off","Off","Off","Off","On","Digital","1","0","Off","0","1","0","0","0","0","0","1","0"
